air_temp,avg_wind_direction,avg_wind_speed,max_wind_direction,max_wind_speed,min_wind_direction,min_wind_speed,relative_humidity
-0.1668018110640428,-0.7034682793650219,-0.5408465143137798,-0.704934187480638,-0.5060639392268863,-0.789632882812229,-0.4109141370279345,0.15200194723849794
-0.3119074299867627,0.07265081021508553,-0.8194718034186955,0.6453744281922693,-0.5671680130287321,-1.272984352605676,-1.0452366702603122,-0.9187564215833355
-0.2538651824176752,-0.9460054948588055,-0.8891281256949246,-0.24657254729809147,-0.7504802344342694,1.9608671476790533,-0.9659463536062649,-0.7576228806441274
-0.2248440586331303,-0.8004831655625353,-0.5408465143137798,-0.6306052728564412,-0.5060639392268863,-1.6297437707865539,-0.6487850869900762,-0.41976223028772375
-0.2248440586331303,0.3636954688076258,-1.0980970925236113,1.202841287873745,-0.8726883820379608,-0.6170073578859979,-1.1245269869143593,0.0636383925298999
-0.36994967755585023,-0.9581323556334946,0.3646856752771967,-0.8783683216037637,0.349393093998954,-1.0658337226941987,0.38198902951253766,0.2611569265844131
-0.4860341726940252,-0.9217517733094271,0.29502935300096766,-0.915532778915862,0.1660808725934169,-1.0543253543657833,0.38198902951253766,0.4170926113642913
-0.5440764202631128,-0.8368637478866029,0.016404063896051892,-0.8783683216037637,-0.0172313488121205,-0.9047165660963831,0.22340839620444325,0.3963011867269746
-0.5730975440476564,-0.6064533931675085,-0.40153386976132194,-0.4695592911706817,-0.3227517178213492,-0.8241579877974753,-0.4109141370279345,0.4274883236829501
-0.5730975440476564,-0.7519757224637786,-1.0980970925236113,-0.45717113873331555,-1.056000603443498,-1.6067270341297228,-1.0452366702603122,0.05324268021124155
-0.5730975440476564,-0.1335058229546305,-0.5408465143137798,0.050743111198695456,-0.3838557916231949,-0.4443818329597668,-0.7280754036441234,-0.9915264078139454
-0.4279919251249377,-0.6064533931675085,-0.2622212252088639,-0.45717113873331555,-0.2616476440195034,-0.7090743045133212,-0.4902044536819817,-0.7784143052814445
-0.28288630620221783,-0.4730579246459275,-0.12290858065640599,-0.24657254729809147,0.1660808725934169,-0.5709738845723363,-0.3316238203738872,-0.638072188979554
-0.2248440586331303,-0.15775954450400886,-0.6105028365900087,0.4595521416317775,-0.3227517178213492,-0.6975659361849058,-0.6487850869900762,-1.1162749556378482
-0.1377806872795002,-0.06074465830649544,-0.4711901920375508,0.1250720258228922,-0.20054357021765762,-0.421365096302936,-0.5694947703360289,-1.2670127842583976
-0.050717315925867805,-0.7883563047878461,-0.3318775474850929,-0.7792631021048347,-0.3227517178213492,-0.8471747244543061,-0.1730431870657928,-0.643270045138883
-0.050717315925867805,-0.776229444013157,-0.8891281256949246,0.06313126363606159,-0.7504802344342694,-1.468626614188738,-0.8866560369522176,-0.08709943609064938
-0.1377806872795002,-0.9460054948588055,-0.192564902932635,-0.8907564740411298,-0.13943949641581183,-1.1348839326646913,-0.5694947703360289,0.15200194723849794
-0.28288630620221783,-0.5821996716181301,-0.05325225838017713,-0.5810526631069768,-0.0172313488121205,-0.674549199528075,-0.014462553757698414,0.21957407730977854
-0.398970801340394,-0.5579459500687518,-0.7498154811424665,-0.5438882057948784,-0.6893761606324236,-0.6400240945428287,-0.7280754036441234,-0.08190157993132001
-0.398970801340394,-0.6670876970409544,0.016404063896051892,-0.50672374848278,0.0438727249897253,-0.7205826728417366,-0.014462553757698414,0.037649111733253464
-0.398970801340394,-0.6549608362662652,-0.05325225838017713,-0.6925460350432718,-0.0783354226139663,-0.732091041170152,0.06482776289634887,-0.12868228536528353
-0.398970801340394,-0.715595140139711,-0.40153386976132194,-0.5438882057948784,-0.3227517178213492,-0.7666161461553982,-0.4109141370279345,-0.0039337375413806925
-0.398970801340394,-0.1335058229546305,-0.8891281256949246,0.4595521416317775,-0.811584308236115,-0.9047165660963831,-0.9659463536062649,-0.15986942232125934
-0.36994967755585023,-0.6307071147168868,-0.2622212252088639,-0.3580659192343866,-0.3838557916231949,-0.8586830927827215,-0.1730431870657928,-0.6172807643422366
-0.3119074299867627,-0.8489906086612921,0.5039983198296547,-0.9279209313532282,0.4104971678007998,-0.8356663561258907,0.6991502961287264,0.20398050883179084
-0.3409285537713065,-0.8489906086612921,0.4343419975534257,-0.7420986447927364,0.349393093998954,-0.9622584077384602,0.22340839620444325,0.2767504950624008
-0.36994967755585023,-0.8853711909853595,0.6433109643821124,-0.8907564740411298,0.593809389206337,-0.985275144395291,0.6198599794746792,0.3547183374523405
-0.4279919251249377,-0.8368637478866029,0.6433109643821124,-0.8535920167290314,0.5327053154044912,-0.9967835127237064,0.46127934616658495,0.3963011867269746
-0.4860341726940252,-0.9460054948588055,0.3646856752771967,-0.8907564740411298,0.349393093998954,-1.0313086177089525,0.22340839620444325,0.4170926113642913
-0.515055296478569,-0.776229444013157,0.016404063896051892,-0.7420986447927364,-0.0172313488121205,-0.9507500394100448,-0.0937528704117457,0.016857687095936387
-0.4860341726940252,-0.7883563047878461,-0.3318775474850929,-0.7297104923553702,-0.3838557916231949,-0.8471747244543061,-0.2523335037198401,0.22996978962843725
-0.45701304890948147,-0.9217517733094271,0.6433109643821124,-0.9774735411026927,0.593809389206337,-0.927733302753214,0.7784406127827737,0.21437622115044955
-0.4279919251249377,-1.0066397987322513,0.4343419975534257,-1.0641906081642556,0.349393093998954,-1.0313086177089525,0.6991502961287264,0.0064619747772780315
-0.4279919251249377,-0.8732443302106704,0.6433109643821124,-0.9526972362279604,0.4716012416026456,-0.8586830927827215,0.7784406127827737,0.3079376320183766
-0.398970801340394,-0.8126100263372245,0.15571670844850993,-0.804039406979567,-0.0172313488121205,-0.8586830927827215,0.38198902951253766,0.2715526389030714
-0.398970801340394,-0.7398488616890895,0.22537303072473863,-0.7916512545422009,0.1049767987915711,-0.7781245144838136,-0.014462553757698414,0.10522124180453443
-0.36994967755585023,-0.6428339754915761,-0.2622212252088639,-0.5562763582322445,-0.20054357021765762,-0.732091041170152,-0.2523335037198401,-0.05591229913467357
-0.3119074299867627,-0.8974980517600487,0.22537303072473863,-0.8907564740411298,0.1660808725934169,-0.8816998294395523,0.30269871285849037,-0.019527306019368407
-0.28288630620221783,-0.8611174694359812,0.08606038617228091,-0.8659801691663975,-0.0172313488121205,-0.9162249344247985,0.14411807955039596,-0.014329449860039416
-0.28288630620221783,-0.8974980517600487,0.4343419975534257,-0.9279209313532282,0.2882890201971082,-0.985275144395291,-0.0937528704117457,-0.009131593700710055
-0.28288630620221783,-0.8368637478866029,0.3646856752771967,-0.8659801691663975,0.5327053154044912,-0.8932081977679677,0.46127934616658495,0.2091783649911202
-0.3119074299867627,-0.8489906086612921,0.3646856752771967,-0.9031446264784959,0.22718494639526243,-0.8471747244543061,0.5405696628206322,0.03245125557392447
-0.28288630620221783,-0.8489906086612921,0.22537303072473863,-0.8412038642916653,0.22718494639526243,-0.8816998294395523,0.22340839620444325,0.04804482405191219
-0.28288630620221783,-0.8489906086612921,0.15571670844850993,-0.8783683216037637,-0.0783354226139663,-0.9392416710816294,0.22340839620444325,-0.15467156616192998
-0.2538651824176752,-0.909624912534738,-0.2622212252088639,-0.8659801691663975,-0.3227517178213492,-0.9507500394100448,-0.1730431870657928,-0.02472516217869777
-0.2538651824176752,-0.9581323556334946,0.6433109643821124,-1.0641906081642556,0.4104971678007998,-0.9047165660963831,0.9370212460908682,-0.02472516217869777
-0.2538651824176752,-0.7883563047878461,0.29502935300096766,-0.7420986447927364,0.349393093998954,-0.8701914611111369,0.30269871285849037,0.1883869403538031
-0.2538651824176752,-0.7883563047878461,0.5736546421058835,-0.8535920167290314,0.349393093998954,-0.789632882812229,0.6198599794746792,0.2559590704250837
-0.3119074299867627,-0.6913414185903327,-0.2622212252088639,-0.6801578826059057,-0.3838557916231949,-0.7090743045133212,-0.1730431870657928,0.016857687095936387
-0.3409285537713065,-0.6428339754915761,-0.5408465143137798,-0.5438882057948784,-0.5671680130287321,-0.7090743045133212,-0.4109141370279345,-0.32100296326046734
-0.3119074299867627,-0.6913414185903327,-0.6801591588662377,-0.605828967981709,-0.811584308236115,-0.789632882812229,-0.6487850869900762,-0.26902440166717445
-0.2538651824176752,-0.9460054948588055,-0.4711901920375508,-1.0270261508521572,-0.5060639392268863,-0.927733302753214,-0.3316238203738872,-0.26382654550784507
-0.2248440586331303,-0.8974980517600487,-0.12290858065640599,-0.9031446264784959,-0.0783354226139663,-0.9737667760668756,-0.0937528704117457,-0.11308871688729581
-0.1958229348485877,-0.982386077182873,0.15571670844850993,-0.9898616935400588,0.0438727249897253,-0.9737667760668756,0.38198902951253766,0.037649111733253464
-0.2248440586331303,-0.9581323556334946,0.08606038617228091,-0.9403090837905943,0.1049767987915711,-1.0773420910226141,0.06482776289634887,0.1571998033978273
-0.28288630620221783,-0.8126100263372245,-0.40153386976132194,-0.7916512545422009,-0.4449598654250407,-0.8701914611111369,-0.3316238203738872,0.13121052260118088
-0.3119074299867627,-0.7641025832384678,-0.12290858065640599,-0.7420986447927364,-0.13943949641581183,-0.8816998294395523,-0.0937528704117457,-0.09229729224997874
-0.3119074299867627,-0.6185802539421976,-0.3318775474850929,-0.5686645106696107,-0.3838557916231949,-0.8241579877974753,-0.2523335037198401,0.011659830936607024
-0.3119074299867627,-0.776229444013157,-0.6105028365900087,-0.6677697301685396,-0.7504802344342694,-0.8816998294395523,-0.4902044536819817,-0.23783726471119865
-0.28288630620221783,-0.8732443302106704,-0.8891281256949246,-0.7668749496674686,-0.9337924558398066,-0.927733302753214,-0.8073657202981706,-0.32100296326046734
-0.2538651824176752,-0.5336922285193734,-0.2622212252088639,-0.023585803425501272,-0.2616476440195034,-0.9047165660963831,-0.1730431870657928,-0.43535579876571145
-0.1958229348485877,-1.0066397987322513,0.016404063896051892,-1.0270261508521572,0.1049767987915711,-1.042816986037368,-0.0937528704117457,-0.47693864804034597
-0.1668018110640428,-0.8611174694359812,0.22537303072473863,-0.7792631021048347,0.1049767987915711,-0.9162249344247985,0.30269871285849037,-0.1338801415246129
-0.1668018110640428,-0.8126100263372245,0.15571670844850993,-0.9031446264784959,0.0438727249897253,-0.7781245144838136,0.30269871285849037,-0.09229729224997874
-0.1958229348485877,-0.8732443302106704,0.08606038617228091,-0.8907564740411298,0.0438727249897253,-1.0198002493805371,0.06482776289634887,-0.019527306019368407
-0.2248440586331303,-0.7519757224637786,-0.12290858065640599,-0.6801578826059057,-0.0783354226139663,-0.8356663561258907,-0.0937528704117457,-0.05071444297534421
-0.2248440586331303,-0.8489906086612921,0.29502935300096766,-0.8535920167290314,0.1660808725934169,-0.8471747244543061,0.46127934616658495,-0.04551658681601485
-0.2248440586331303,-0.982386077182873,0.016404063896051892,-0.915532778915862,0.1049767987915711,-1.0888504593510295,-0.0937528704117457,0.04284696789258283
